"timestamp","domain","client_ip","status","fingerprint_ja4","user_agent"
"2025-11-12T13:52:11.260000+01:00","14b32.test.oxl.app","86.174.150.207","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:11.323000+01:00","7c8f2.test.oxl.app","66.249.83.67","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (X11; Linux x86_64; Storebot-Google/1.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
"2025-11-12T13:52:11.414000+01:00","eb84e.test.oxl.app","82.168.41.48","200","q13d0312h3_55b375c5d22e_5a06198afb93","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
"2025-11-12T13:52:11.489000+01:00","7c8f2.test.oxl.app","93.44.187.88","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:11.540000+01:00","b1dd0.test.oxl.app","114.119.130.248","200","t13d311100_e8f1e7e78f70_d41ae481755e","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
"2025-11-12T13:52:11.575000+01:00","14b32.test.oxl.app","86.174.150.44","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:11.617000+01:00","14b32.test.oxl.app","82.121.109.134","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36"
"2025-11-12T13:52:11.625000+01:00","14b32.test.oxl.app","119.13.106.145","200","t13d1516h2_8daaf6152771_e5627efa2ab1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
"2025-11-12T13:52:11.664000+01:00","eb84e.test.oxl.app","82.168.41.187","200","q13d0312h3_55b375c5d22e_5a06198afb93","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
"2025-11-12T13:52:11.665000+01:00","7c8f2.test.oxl.app","80.77.122.119","200","t13d491100_bd868743f55c_f2a308c7e1ab","Neticle Crawler v1.0 ( https://neticle.com/bot/en/ )"
"2025-11-12T13:52:11.719000+01:00","b2466.test.oxl.app","66.249.64.129","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:11.750000+01:00","959ca.test.oxl.app","80.187.65.132","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:11.764000+01:00","14b32.test.oxl.app","86.174.150.231","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:11.841000+01:00","17d5b.test.oxl.app","66.249.77.224","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:11.842000+01:00","7c8f2.test.oxl.app","128.79.192.231","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:11.860000+01:00","959ca.test.oxl.app","80.187.65.246","301","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:11.864000+01:00","959ca.test.oxl.app","80.187.65.151","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:11.934000+01:00","b2466.test.oxl.app","66.249.70.168","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:11.936000+01:00","eb84e.test.oxl.app","80.187.70.250","200","q13d0312h3_55b375c5d22e_5a06198afb93","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.004000+01:00","7c8f2.test.oxl.app","93.44.187.146","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.005000+01:00","7c8f2.test.oxl.app","93.44.187.87","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.087000+01:00","17d5b.test.oxl.app","49.0.244.2","301","t13d1516h2_8daaf6152771_e5627efa2ab1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
"2025-11-12T13:52:12.094000+01:00","7c8f2.test.oxl.app","128.79.192.46","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.189000+01:00","7c8f2.test.oxl.app","128.79.192.40","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.189000+01:00","7c8f2.test.oxl.app","128.79.192.224","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.216000+01:00","b2466.test.oxl.app","52.167.144.187","200","t13d2212h2_231e334592e8_36bf25f296df","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-12T13:52:12.319000+01:00","b1dd0.test.oxl.app","66.249.70.6","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:12.369000+01:00","7c8f2.test.oxl.app","213.55.221.233","200","q13d0311h3_55b375c5d22e_f2a83c8e78ae","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.373000+01:00","b2466.test.oxl.app","66.249.70.168","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:12.400000+01:00","eb84e.test.oxl.app","217.113.194.132","200","t13d491200_bd868743f55c_7c76daad20ec","Mozilla/5.0 (compatible; Barkrowler/0.9; +https://babbar.tech/crawler)"
"2025-11-12T13:52:12.459000+01:00","3ebcc.test.oxl.app","114.119.137.160","200","t13d311100_e8f1e7e78f70_d41ae481755e","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
"2025-11-12T13:52:12.460000+01:00","959ca.test.oxl.app","93.201.229.86","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.461000+01:00","14b32.test.oxl.app","86.174.150.23","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:12.523000+01:00","b2466.test.oxl.app","91.141.66.100","200","q13d0311h3_55b375c5d22e_653d80c3fe9d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-12T13:52:12.607000+01:00","2d4a1.test.oxl.app","20.90.7.148","200","t13d1713h2_5b57614c22b0_02c8e53ee398","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot"
"2025-11-12T13:52:12.642000+01:00","959ca.test.oxl.app","80.187.65.126","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.671000+01:00","b2466.test.oxl.app","66.249.64.35","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:12.731000+01:00","7c8f2.test.oxl.app","151.28.48.73","200","t13d1717h2_5b57614c22b0_3cbfd9057e0d","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:12.735000+01:00","14b32.test.oxl.app","176.76.225.27","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.736000+01:00","959ca.test.oxl.app","93.201.229.188","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.746000+01:00","eb84e.test.oxl.app","80.187.70.150","200","q13d0312h3_55b375c5d22e_5a06198afb93","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.748000+01:00","959ca.test.oxl.app","93.201.229.157","200","t13d2013h2_a09f3c656075_7f0f34a4126d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:12.770000+01:00","b2466.test.oxl.app","66.249.70.168","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:12.772000+01:00","14b32.test.oxl.app","65.21.113.246","200","t13d491200_bd868743f55c_7c76daad20ec","Mozilla/5.0 (compatible; AwarioBot/1.0; +https://awario.com/bots.html)"
"2025-11-12T13:52:12.875000+01:00","b2466.test.oxl.app","91.141.66.66","200","q13d0311h3_55b375c5d22e_653d80c3fe9d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"2025-11-12T13:52:12.889000+01:00","b2466.test.oxl.app","66.249.70.171","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:12.897000+01:00","b1dd0.test.oxl.app","63.179.144.142","200","t13d1612h2_1711a4c0508c_d8929e3a3a62","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
"2025-11-12T13:52:12.930000+01:00","b2466.test.oxl.app","162.120.187.138","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:12.957000+01:00","14b32.test.oxl.app","86.174.150.96","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:12.982000+01:00","3ebcc.test.oxl.app","114.119.135.224","200","t13d311100_e8f1e7e78f70_d41ae481755e","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
"2025-11-12T13:52:13.062000+01:00","eb84e.test.oxl.app","114.119.135.136","200","t13d311100_e8f1e7e78f70_d41ae481755e","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
"2025-11-12T13:52:13.124000+01:00","3ebcc.test.oxl.app","176.80.98.4","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:13.125000+01:00","b2466.test.oxl.app","5.102.173.71","200","t12d2510h1_7415a186c913_0d84c9fec210","Mozilla/5.0 (compatible; MojeekBot/0.11; +https://www.mojeek.com/bot.html)"
"2025-11-12T13:52:13.277000+01:00","14b32.test.oxl.app","86.174.150.209","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:13.330000+01:00","b1dd0.test.oxl.app","18.197.210.110","200","t13d1612h2_1711a4c0508c_d8929e3a3a62","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
"2025-11-12T13:52:13.330000+01:00","b1dd0.test.oxl.app","3.75.182.189","200","t13d1612h2_1711a4c0508c_d8929e3a3a62","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
"2025-11-12T13:52:13.340000+01:00","eb84e.test.oxl.app","18.197.210.146","200","t13d1612h2_1711a4c0508c_d8929e3a3a62","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0"
"2025-11-12T13:52:13.418000+01:00","14b32.test.oxl.app","109.243.69.167","200","q13d0312h3_55b375c5d22e_151122171f7d","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15"
"2025-11-12T13:52:13.462000+01:00","14b32.test.oxl.app","66.249.66.78","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:13.549000+01:00","14b32.test.oxl.app","109.243.69.206","200","q13d0312h3_55b375c5d22e_151122171f7d","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15"
"2025-11-12T13:52:13.549000+01:00","14b32.test.oxl.app","109.243.69.230","200","q13d0312h3_55b375c5d22e_151122171f7d","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15"
"2025-11-12T13:52:13.570000+01:00","b2466.test.oxl.app","66.249.70.38","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:13.606000+01:00","eb84e.test.oxl.app","54.197.114.76","200","t12d430700_1ce71f0edbb1_269097225c9f","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36"
"2025-11-12T13:52:13.648000+01:00","b2466.test.oxl.app","66.249.70.198","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:13.730000+01:00","14b32.test.oxl.app","176.76.225.10","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:13.734000+01:00","7c8f2.test.oxl.app","151.28.48.143","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:13.735000+01:00","7c8f2.test.oxl.app","151.28.48.58","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:145.0) Gecko/20100101 Firefox/145.0"
"2025-11-12T13:52:13.754000+01:00","14b32.test.oxl.app","176.76.225.58","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:13.799000+01:00","b1dd0.test.oxl.app","66.249.70.167","200","t13d181300_e8a523a41297_43ade6aba3df","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
"2025-11-12T13:52:13.820000+01:00","14b32.test.oxl.app","176.76.225.195","200","q13d0311h3_55b375c5d22e_653d80c3fe9d","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:13.841000+01:00","eb84e.test.oxl.app","2.189.5.57","200","t13d311000_e8f1e7e78f70_1f22a2ca17c4","Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-T550 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.3 Chrome/38.0.2125.102 Safari/537.36"
"2025-11-12T13:52:13.897000+01:00","7c8f2.test.oxl.app","217.113.194.144","200","t13d491200_bd868743f55c_7c76daad20ec","Mozilla/5.0 (compatible; Barkrowler/0.9; +https://babbar.tech/crawler)"
"2025-11-12T13:52:13.937000+01:00","3ebcc.test.oxl.app","104.250.53.185","200","t13d1516h2_8daaf6152771_02713d6af862","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"2025-11-12T13:52:13.992000+01:00","7c8f2.test.oxl.app","40.77.167.151","200","t13d2212h2_231e334592e8_36bf25f296df","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-12T13:52:13.993000+01:00","7c8f2.test.oxl.app","40.77.167.151","200","t13d2212h2_231e334592e8_36bf25f296df","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
"2025-11-12T13:52:14.007000+01:00","959ca.test.oxl.app","18.97.9.99","200","t13d101000_61a7ad8aa9b6_05ab82c7b2ab","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)"
"2025-11-12T13:52:14.215000+01:00","eb84e.test.oxl.app","37.76.13.252","302","q13d0311h3_55b375c5d22e_f2a83c8e78ae","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:14.218000+01:00","17d5b.test.oxl.app","121.37.100.198","200","t13d1516h2_8daaf6152771_e5627efa2ab1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
"2025-11-12T13:52:14.226000+01:00","959ca.test.oxl.app","217.113.196.60","200","t13d491200_bd868743f55c_7c76daad20ec","Mozilla/5.0 (compatible; IbouBot/1.0; +bot@ibou.io; +https://ibou.io/iboubot.html)"
"2025-11-12T13:52:14.323000+01:00","eb84e.test.oxl.app","185.98.209.56","200","t13d1516h2_8daaf6152771_d8a2da3f94cd","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36"
"2025-11-12T13:52:14.331000+01:00","959ca.test.oxl.app","18.97.9.97","200","t13d101000_61a7ad8aa9b6_05ab82c7b2ab","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; PerplexityBot/1.0; +https://perplexity.ai/perplexitybot)"
"2025-11-12T13:52:14.345000+01:00","eb84e.test.oxl.app","37.76.13.219","200","q13d0311h3_55b375c5d22e_f2a83c8e78ae","Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1"
"2025-11-12T13:52:14.354000+01:00","eb84e.test.oxl.app","145.224.73.149","200","q13d0316h3_55b375c5d22e_dc4af083c550","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:143.0) Gecko/20100101 Firefox/143.0"
"2025-11-12T13:52:14.392000+01:00","eb84e.test.oxl.app","31.57.133.167","200","t13d1516h2_8daaf6152771_02713d6af862","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0"
"2025-11-12T13:52:14.482000+01:00","7c8f2.test.oxl.app","80.187.112.240","200","t13d1516h2_8daaf6152771_e5627efa2ab1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
